,2019,1,XK,14102906,739,2
,2019,5,WU,75708606,674,2
,2019,2,FW,80245877,419,2
,2019,3,SB,72873737,980,2
,2019,6,VB,85529450,145,2
,2019,3,TX,80069150,467,2
,2019,4,JY,77829500,731,2
,2019,5,SP,88078879,535,2
,2019,3,SC,40020205,440,2
,2019,4,HW,20806692,409,2
,2019,6,YT,80997651,515,2
,2019,3,UG,28555163,183,2
,2019,1,UO,67334010,668,2
,2019,2,QP,11708883,169,2
,2019,6,LZ,13511226,445,2
,2019,2,QF,69292860,895,2
,2019,4,OQ,79945074,365,2
,2019,1,OU,24921719,515,2
,2019,4,EV,17022653,458,2
,2019,5,QS,35286379,702,2
,2019,4,ZH,84771886,526,2
,2019,1,SF,41235125,568,2
,2019,6,SU,42430987,347,2
,2019,6,SX,87369392,776,2
,2019,2,DO,60633286,390,2
,2019,1,HA,54310064,489,2
,2019,6,LQ,15634513,68,2
,2019,4,PO,49388272,926,2
,2019,1,WS,10882617,593,2
,2019,4,JE,45405238,800,2
,2019,4,AK,84832877,373,2
,2019,5,NE,55572790,277,2
,2019,4,BX,18824765,175,2
,2019,3,HO,84815117,824,2
,2019,5,XA,94141235,21,2
,2019,4,ZY,93391313,419,2
,2019,6,YC,88274200,363,2
,2019,1,WO,73662421,365,2
,2019,5,SG,83148772,743,2
,2019,4,NH,20898644,128,2
,2019,6,HC,57962291,106,2
,2019,4,UX,44249170,505,2
,2019,2,HG,51470516,919,2
,2019,4,ZQ,35492355,544,2
,2019,2,XJ,50589156,578,2
,2019,2,CO,95539434,359,2
,2019,1,FO,19381705,534,2
,2019,6,YG,74486912,97,2
,2019,3,QP,54738692,325,2
,2019,6,DY,61881856,316,2
,2019,5,UR,97657198,876,2
,2019,1,HL,64589476,947,2
,2019,2,XR,90469372,376,2
,2019,5,JH,73819079,371,2
,2019,1,MW,62058278,639,2
,2019,3,MB,98454801,70,2
,2019,4,AK,54131266,693,2
,2019,6,DQ,99676317,615,2
,2019,6,JM,53658995,799,2
,2019,3,BI,86861761,293,2
,2019,6,BS,26715486,475,2
,2019,6,YK,35279459,988,2
,2019,4,ZQ,70331316,378,2
,2019,2,RC,91488600,571,2
,2019,5,KY,96162946,16,2
,2019,3,NV,69998463,724,2
,2019,6,SV,82617040,348,2
,2019,6,GJ,72515451,978,2
,2019,4,CP,74367740,276,2
,2019,2,QS,15101470,437,2
,2019,5,HL,45683311,183,2
,2019,4,LK,60326673,57,2
,2019,4,XC,65269107,729,2
,2019,2,RI,60742428,495,2
,2019,5,YB,68259938,280,2
,2019,4,QX,70514572,908,2
,2019,4,HH,40039312,712,2
,2019,5,KU,75828185,927,2
,2019,2,VD,70380527,66,2
,2019,1,DX,73219943,548,2
,2019,2,QQ,99840005,372,2
,2019,2,IW,49628897,866,2
,2019,6,CB,53371942,168,2
,2019,3,QB,53212043,815,2
,2019,1,SS,54193823,631,2
,2019,4,DL,99236543,173,2
,2019,2,UE,57364056,506,2
,2019,1,UH,33744701,107,2
,2019,6,GD,12957604,862,2
,2019,6,UV,65970102,80,2
,2019,2,SM,84875766,231,2
,2019,4,YX,98754278,611,2
,2019,4,RO,98453787,808,2
,2019,1,CR,82990545,509,2
,2019,6,FH,25870986,556,2
,2019,4,BL,93776492,349,2
,2019,4,RP,83438770,689,2
,2019,5,AA,35883742,947,2
,2019,3,BL,38786737,908,2
,2019,3,GG,88948843,186,2
,2019,5,QW,45245095,536,2
,2019,1,HJ,25768428,214,2
,2019,2,JR,79118676,724,2
,2019,6,TE,33512149,779,2
,2019,5,PU,99146952,326,2
,2019,6,TR,76220785,439,2
,2019,1,JO,57920277,586,2
,2019,3,DF,72927958,678,2
,2019,2,EO,96918877,495,2
,2019,2,JA,66767308,37,2
,2019,6,DZ,11606395,95,2
,2019,3,OK,17001128,29,2
,2019,4,DX,24745307,960,2
,2019,3,VY,27579086,719,2
,2019,5,OV,22731007,393,2
,2019,3,AU,45460189,880,2
,2019,2,DL,25622899,139,2
,2019,6,HB,58261026,36,2
,2019,6,KH,33969365,472,2
,2019,6,GI,38132864,830,2
,2019,2,BB,78778816,468,2
,2019,5,KJ,23233637,321,2
,2019,4,VT,33623380,460,2
,2019,1,OV,58874753,163,2
,2019,1,GV,81560380,497,2
,2019,1,PC,29675762,133,2
,2019,5,IM,87140922,356,2
,2019,2,LL,54084127,653,2
,2019,1,TO,12716483,178,2
,2019,3,MR,23164157,374,2
,2019,6,FQ,49828474,111,2
,2019,5,XU,23313466,229,2
,2019,3,DE,34701681,321,2
,2019,2,UP,76180685,536,2
,2019,1,OV,41209555,718,2
,2019,2,WO,86383160,383,2
,2019,1,LS,67071671,29,2
,2019,4,QV,51340616,641,2
,2019,6,VN,39312418,765,2
,2019,4,SK,64574958,886,2
,2019,1,LL,68857224,760,2
,2019,5,MO,78297989,439,2
,2019,3,ZD,41682859,203,2
,2019,6,GI,36798716,813,2
,2019,2,QU,30805518,991,2
,2019,2,RZ,17318573,679,2
,2019,2,RP,27532311,782,2
,2019,5,OV,55083031,353,2
,2019,6,GG,71575782,567,2
,2019,3,MQ,56982100,490,2
,2019,4,QJ,60028750,945,2
,2019,2,OE,80750506,774,2
,2019,5,RG,73397742,272,2
,2019,3,OA,26632435,487,2
,2019,3,KM,22154012,963,2
,2019,2,EN,45126876,418,2
,2019,5,HE,77992632,431,2
,2019,4,SK,50924183,592,2
,2019,4,GC,53219406,306,2
,2019,5,DJ,88965901,936,2
,2019,3,MB,43106614,325,2
,2019,3,GK,10281411,58,2
,2019,1,CH,49946711,526,2
